brand_id,brand_name,product_name,product_id,category,beauty_point_earned,price,url,active_date,rating_types_str,average_rating,total_reviews,average_rating_by_types,total_recommended_count,total_repurchase_maybe_count,total_repurchase_no_count,total_repurchase_yes_count,total_in_wishlist
218,Wardah,Exclusive Matte Lip Cream,964,Makeup,10,66500.0,https://www.sociolla.com/lip-cream/4046-exclusive-matte-lip-cream,2023-05-30 06:37:46.374000+00:00,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,4.207190041480506,15976,"""star_long_wear"": 4.082060590886329; ""star_packaging"": 4.378192288432649; ""star_pigmentation"": 4.287413901064496; ""star_texture"": 3.9360050093926113; ""star_value_for_money"": 4.352278417626439",13825,5025,2728,8223,1323
218,Wardah,Instaperfect Mattesetter Lip Matte Paint,23208,Makeup,20,105000.0,https://www.sociolla.com/lip-cream/10087-instaperfect-mattesetter-lip-matte-paint,2022-11-01 07:54:20.563000+00:00,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,4.480510752688172,1488,"""star_long_wear"": 4.247983870967742; ""star_packaging"": 4.74260752688172; ""star_pigmentation"": 4.571236559139785; ""star_texture"": 4.532930107526882; ""star_value_for_money"": 4.307795698924731",1437,327,115,1046,1455
218,Wardah,Eyexpert Liftlast Waterproof Mascara,99678,Makeup,10,63000.0,https://www.sociolla.com/mascara/71336-eyexpert-liftlast-waterproof-mascara,2022-11-26 16:51:25.204000+00:00,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,4.408695652173913,23,"""star_long_wear"": 4.478260869565218; ""star_packaging"": 4.565217391304348; ""star_pigmentation"": 4.434782608695652; ""star_texture"": 4.173913043478261; ""star_value_for_money"": 4.391304347826087",21,7,2,14,553
218,Wardah,Hydra Rose Micro Gel Serum,75296,Skincare,20,135500.0,https://www.sociolla.com/face-serum/28476-hydra-rose-micro-gel-serum,,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.619140625,128,"""star_effectiveness"": 4.5; ""star_packaging"": 4.859375; ""star_texture"": 4.671875; ""star_value_for_money"": 4.4453125",124,35,7,86,560
218,Wardah,Hydra Rose Petal Infused Toner,75298,Skincare,20,127500.0,https://www.sociolla.com/toner/28478-hydra-rose-petal-infused-toner,,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.69582593250444,563,"""star_effectiveness"": 4.61278863232682; ""star_packaging"": 4.86145648312611; ""star_texture"": 4.731793960923623; ""star_value_for_money"": 4.577264653641207",557,105,15,443,912
218,Wardah,Nature Daily Milky Oat Exfoliating Scrub Capsule Mask,63467,Skincare,0,22000.0,https://www.sociolla.com/wash-off-mask/16209-nature-daily-milky-oat-exfoliating-scrub-capsule-mask,,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.449107142857143,280,"""star_effectiveness"": 4.253571428571429; ""star_packaging"": 4.575; ""star_texture"": 4.453571428571428; ""star_value_for_money"": 4.514285714285714",258,72,33,175,662
218,Wardah,Uv Shield Active Protection Serum Spf 50,74533,Skincare,10,79000.0,https://www.sociolla.com/sunscreen/27713-uv-shield-active-protection-serum-spf-50,,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.479328165374677,387,"""star_effectiveness"": 4.4728682170542635; ""star_packaging"": 4.612403100775194; ""star_texture"": 4.31266149870801; ""star_value_for_money"": 4.51937984496124",340,92,54,241,2039
218,Wardah,Instaperfect Mattetitude Matte Stain Lipstick,27310,Makeup,10,89000.0,https://www.sociolla.com/lipstick/10088-instaperfect-mattetitude-matte-stain-lipstick,,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,4.445669291338583,381,"""star_long_wear"": 4.175853018372703; ""star_packaging"": 4.698162729658793; ""star_pigmentation"": 4.535433070866142; ""star_texture"": 4.464566929133858; ""star_value_for_money"": 4.354330708661418",372,95,27,259,527
218,Wardah,Uv Shield Light Matte Sun Stick,88373,Skincare,10,99900.0,https://www.sociolla.com/sunscreen/60031-uv-shield-light-matte-sun-stick,,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.4397590361445785,83,"""star_effectiveness"": 4.421686746987952; ""star_packaging"": 4.783132530120482; ""star_texture"": 4.180722891566265; ""star_value_for_money"": 4.373493975903615",71,21,11,51,517
218,Wardah,Crystallure Precious Lustre Prism Blush,84829,Makeup,20,139000.0,https://www.sociolla.com/blush/56487-crystallure-precious-lustre-prism-blush,,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,4.810526315789474,19,"""star_long_wear"": 4.7894736842105265; ""star_packaging"": 4.947368421052632; ""star_pigmentation"": 4.7368421052631575; ""star_texture"": 4.7894736842105265; ""star_value_for_money"": 4.7894736842105265",18,4,1,14,338
218,Wardah,Creamy Body Butter With Passion Fruit,681,Bath & Body,0,23000.0,https://www.sociolla.com/body-butter-cream/3416-creamy-body-butter-with-passion-fruit,2023-06-26 08:36:12.505000+00:00,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.488372093023256,129,"""star_effectiveness"": 4.441860465116279; ""star_packaging"": 4.457364341085271; ""star_texture"": 4.496124031007752; ""star_value_for_money"": 4.558139534883721",120,34,13,82,359
218,Wardah,Hydra Rose Dewy Aqua Day Gel,75285,Skincare,10,52500.0,https://www.sociolla.com/face-gel/28465-hydra-rose-dewy-aqua-day-gel,,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.652777777777779,774,"""star_effectiveness"": 4.555555555555555; ""star_packaging"": 4.768733850129199; ""star_texture"": 4.683462532299742; ""star_value_for_money"": 4.603359173126615",750,163,39,572,1463
218,Wardah,Renew You Facial Wash,33499,Skincare,0,41500.0,https://www.sociolla.com/face-wash/10723-renew-you-anti-aging-facial-wash,2022-07-15 08:19:44.464000+00:00,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.51268115942029,276,"""star_effectiveness"": 4.340579710144928; ""star_packaging"": 4.5398550724637685; ""star_texture"": 4.554347826086956; ""star_value_for_money"": 4.615942028985507",256,66,28,182,656
218,Wardah,Everyday Cheek And Lip Tint,20328,Makeup,0,48500.0,https://www.sociolla.com/lip-tint/9573-everyday-cheek-and-lip-tint,,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,4.365769687376336,5054,"""star_long_wear"": 4.023347843292441; ""star_packaging"": 4.552829442026118; ""star_pigmentation"": 4.270083102493075; ""star_texture"": 4.420459042342699; ""star_value_for_money"": 4.562129006727345",4832,1386,388,3280,1675
218,Wardah,Colorfit Ultralight Matte Lipstick,83670,Makeup,0,47500.0,https://www.sociolla.com/lipstick/55328-colorfit-ultralight-matte-lipstick,,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,4.611650485436894,412,"""star_long_wear"": 4.223300970873787; ""star_packaging"": 4.781553398058253; ""star_pigmentation"": 4.589805825242719; ""star_texture"": 4.684466019417476; ""star_value_for_money"": 4.779126213592233",399,97,12,303,2085
218,Wardah,Pure Olive Oil,9503,Shop By Departments,0,28500.0,https://sociolla.com/body-scrub-and-exfoliants/10798-pure-olive-oil-50-ml.html,,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.403169014084507,994,"""star_effectiveness"": 4.301810865191147; ""star_packaging"": 4.496981891348089; ""star_texture"": 4.354124748490945; ""star_value_for_money"": 4.459758551307847",936,316,109,569,-23
218,Wardah,Colorfit Velvet Powder Foundation,83696,Makeup,10,77500.0,https://www.sociolla.com/cake-foundation/55354-colorfit-velvet-powder-foundation,2023-09-08 02:56:32.267000+00:00,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,4.503846153846154,208,"""star_long_wear"": 4.384615384615385; ""star_packaging"": 4.639423076923077; ""star_pigmentation"": 4.408653846153846; ""star_texture"": 4.475961538461538; ""star_value_for_money"": 4.610576923076923",191,61,7,140,1122
218,Wardah,Uv Shield Aqua Fresh Essence Spf 50,74532,Skincare,10,59000.0,https://www.sociolla.com/sunscreen/27712-uv-shield-aqua-fresh-essence-spf-50,,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.459073900841908,1069,"""star_effectiveness"": 4.41066417212348; ""star_packaging"": 4.550046772684752; ""star_texture"": 4.2974742750233865; ""star_value_for_money"": 4.578110383536015",936,289,159,621,2945
218,Wardah,Lightening Two Way Cake Light Feel,33519,Makeup,10,55500.0,https://www.sociolla.com/pressed-powder/10715-lightening-two-way-cake-light-feel,2023-11-24 04:17:48.299000+00:00,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,4.428676470588235,816,"""star_long_wear"": 4.291666666666667; ""star_packaging"": 4.495098039215686; ""star_pigmentation"": 4.3713235294117645; ""star_texture"": 4.454656862745098; ""star_value_for_money"": 4.5306372549019605",762,227,85,504,128
218,Wardah,Crystal Secret Pure Treatment Essence,1557,Skincare,30,119000.0,https://www.sociolla.com/essence/7093-white-secret-pure-treatment-essence,2022-09-29 09:22:45.767000+00:00,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.4083459017834805,1592,"""star_effectiveness"": 4.233668341708543; ""star_packaging"": 4.584170854271357; ""star_texture"": 4.4969514463299; ""star_value_for_money"": 4.318467336683418",1466,453,174,965,1017
218,Wardah,Colorfit Velvet Powder Foundation Refill,86602,Makeup,10,50500.0,https://www.sociolla.com/cake-foundation/58260-colorfit-velvet-powder-foundation-refill,,is_star_long_wear;is_star_packaging;is_star_pigmentation;is_star_texture;is_star_value_for_money,4.473684210526316,95,"""star_long_wear"": 4.326315789473684; ""star_packaging"": 4.505263157894737; ""star_pigmentation"": 4.442105263157894; ""star_texture"": 4.484210526315789; ""star_value_for_money"": 4.610526315789474",89,19,6,70,541
218,Wardah,Everyday Moisture Lip Nutrition Balm,33844,Skincare,0,28500.0,https://www.sociolla.com/default-category/10839-everyday-moisture-lip-nutrition-balm,,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.4958425720620845,902,"""star_effectiveness"": 4.329268292682927; ""star_packaging"": 4.6452328159645235; ""star_texture"": 4.388026607538802; ""star_value_for_money"": 4.6208425720620845",816,226,106,570,526
218,Wardah,Renew You Intensive Serum,2125,Skincare,30,139000.0,https://www.sociolla.com/face-serum/8046-renew-you-anti-aging-intensive-serum,2023-01-30 06:22:49.093000+00:00,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.366430260047281,423,"""star_effectiveness"": 4.208037825059102; ""star_packaging"": 4.442080378250591; ""star_texture"": 4.411347517730497; ""star_value_for_money"": 4.404255319148936",380,127,59,237,563
218,Wardah,Renew You Day Cream,33501,Skincare,20,83500.0,https://www.sociolla.com/face-cream-lotion/8045-renew-you-anti-aging-day-cream,2022-07-15 08:22:41.832000+00:00,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.502148997134671,349,"""star_effectiveness"": 4.361031518624642; ""star_packaging"": 4.621776504297994; ""star_texture"": 4.507163323782235; ""star_value_for_money"": 4.518624641833811",324,88,36,225,714
218,Wardah,Renew You Night Cream,2126,Skincare,20,114000.0,https://www.sociolla.com/face-cream-lotion/8048-renew-you-anti-aging-night-cream,2022-07-15 08:27:58.502000+00:00,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.489669421487603,363,"""star_effectiveness"": 4.369146005509642; ""star_packaging"": 4.6005509641873275; ""star_texture"": 4.5013774104683195; ""star_value_for_money"": 4.487603305785124",329,101,27,235,735
